timestamp,Realized Price [USD],Price [USD]
1375056000000,49.8,93.39
1375142400000,49.9,96.57
1375228800000,50.04,98.28
1375315200000,50.08,96.62
1375401600000,50.25,95.85
1375488000000,50.6,95.55
1375574400000,50.65,96.38
1375660800000,50.76,97.81
1375747200000,50.78,97.69
1375833600000,50.82,97.09
1375920000000,50.84,94.27
1376006400000,50.84,92.27
1376092800000,50.88,93.51
1376179200000,50.91,94.09
1376265600000,50.94,95.35
1376352000000,51.22,98.15
1376438400000,51.3,99.19
1376524800000,51.4,98.08
1376611200000,51.45,98.25
1376697600000,51.53,99.71
1376784000000,51.57,99.3
1376870400000,51.69,102.85
1376956800000,51.8,104.87
1377043200000,51.97,110.43
1377129600000,52.05,109.12
1377216000000,52.17,107.65
1377302400000,52.23,109.15
1377388800000,52.33,113.12
1377475200000,52.43,111.9
1377561600000,52.62,117.75
1377648000000,52.78,117.91
1377734400000,52.97,118.5
1377820800000,53.23,124.86
1377907200000,53.48,128
1377993600000,53.74,130.66
1378080000000,53.96,130.15
1378166400000,54.33,129.18
1378252800000,54.34,122.81
1378339200000,54.43,122.5
1378425600000,54.46,117.67
1378512000000,54.54,119.93
1378598400000,54.59,118.34
1378684800000,54.8,121.68
1378771200000,54.9,122.07
1378857600000,55.11,127.55
1378944000000,55.4,126.38
1379030400000,55.52,127.71
1379116800000,55.73,124.49
1379203200000,55.81,125.36
1379289600000,55.95,126.27
1379376000000,56.03,126.92
1379462400000,56.17,127
1379548800000,56.52,124.18
1379635200000,56.56,122.91
1379721600000,56.62,123.39
1379808000000,56.74,123.27
1379894400000,56.79,122.63
1379980800000,56.91,123.86
1380067200000,57.01,123.25
1380153600000,57.1,124.84
1380240000000,57.2,126.95
1380326400000,57.26,126.54
1380412800000,57.34,127.01
1380499200000,57.45,126.25
1380585600000,57.57,127.33
1380672000000,57.21,103.85
1380758400000,57.42,117.63
1380844800000,57.52,121.94
1380931200000,57.59,121.2
1381017600000,57.68,122.49
1381104000000,58.18,123.5
1381190400000,58.27,124.13
1381276800000,58.41,125.9
1381363200000,58.49,126.8
1381449600000,58.6,127.38
1381536000000,58.7,127.98
1381622400000,58.86,132.82
1381708800000,59.07,135.42
1381795200000,59.41,142.76
1381881600000,59.76,137.56
1381968000000,60.03,143.94
1382054400000,60.38,152.89
1382140800000,60.93,166
1382227200000,61.25,166.59
1382313600000,62.6,180.13
1382400000000,63.89,189.75
1382486400000,65.34,203.96
1382572800000,65.89,193.87
1382659200000,68.19,186.6
1382745600000,68.29,179.56
1382832000000,68.65,194
1382918400000,68.95,196.62
1383004800000,69.93,204.69
1383091200000,70.19,197.54
1383177600000,70.66,203.54
1383264000000,71.08,202.15
1383350400000,71.34,204.86
1383436800000,71.74,210
1383523200000,73.57,226.83
1383609600000,75.15,242.9
1383696000000,76.3,263.24
1383782400000,79.36,291
1383868800000,82.3,334
1383955200000,84.32,341.24
1384041600000,85.4,323
1384128000000,87.08,343.91
1384214400000,89.06,354.96
1384300800000,92.06,393.5
1384387200000,95.21,416.95
1384473600000,97.42,412
1384560000000,99.37,434.53
1384646400000,102.3,477.38
1384732800000,111.54,669.01
1384819200000,115.16,536.01
1384905600000,120.85,599
1384992000000,126.52,720
1385078400000,140.42,795
1385164800000,148.75,829.15
1385251200000,152.02,800.05
1385337600000,158.4,817.88
1385424000000,179.66,916.3
1385510400000,189.55,963.98
1385596800000,201.2,1012.98
1385683200000,214.99,1131.99
1385769600000,221.16,1119.52
1385856000000,223.54,955
1385942400000,228.71,1047.47
1386028800000,233.35,1055
1386115200000,240.3,1132.01
1386201600000,244.54,1023.87
1386288000000,244.01,814.91
1386374400000,244.73,693.3
1386460800000,246.49,787
1386547200000,248.33,899.9
1386633600000,251.22,979.23
1386720000000,254.26,879.04
1386806400000,255.21,871.22
1386892800000,257.61,885.98
1386979200000,256.87,850.78
1387065600000,258.27,862
1387152000000,257.76,691
1387238400000,257.65,673.62
1387324800000,256.29,520
1387411200000,257.39,685
1387497600000,256.94,610
1387584000000,261.45,595.03
1387670400000,257.47,612.66
1387756800000,258.16,654.76
1387843200000,259.64,652.99
1387929600000,264.76,679.01
1388016000000,266.11,747
1388102400000,267.6,721.08
1388188800000,267.85,715
1388275200000,268.25,728
1388361600000,268.42,736.51
1388448000000,268.74,732
1388534400000,268.81,754.9
1388620800000,269.97,784.19
1388707200000,271.56,809.4
1388793600000,276.13,828.79
1388880000000,278.81,905
1388966400000,280.68,919.24
1389052800000,281.09,785
1389139200000,283.84,823.45
1389225600000,284.69,824.76
1389312000000,285.37,852.61
1389398400000,287.8,896.59
1389484800000,289.19,844.05
1389571200000,289.74,823
1389657600000,290.98,815.99
1389744000000,292.87,841.14
1389830400000,293.89,814.4
1389916800000,294.27,797.2
1390003200000,294.65,810
1390089600000,295.5,842.07
1390176000000,296.21,826.02
1390262400000,296.78,824.89
1390348800000,297.77,819.2
1390435200000,298.15,812
1390521600000,298.71,780
1390608000000,299.48,806.8
1390694400000,299.91,814.75
1390780800000,299.98,751.95
1390867200000,300.59,788
1390953600000,301.33,794.21
1391040000000,301.91,799.99
1391126400000,302.28,803
1391212800000,303.56,813.23
1391299200000,303.97,814.99
1391385600000,304.4,808.5
1391472000000,304.6,802.99
1391558400000,314.34,782.33
1391644800000,314.86,763.99
1391731200000,314.22,705.01
1391817600000,313.93,680.49
1391904000000,314.08,687.37
1391990400000,314.24,687.81
1392076800000,314.06,675.1
1392163200000,313.66,651.99
1392249600000,313.32,604.11
1392336000000,313.93,669
1392422400000,313.99,655.83
1392508800000,313.9,621
1392595200000,313.81,633.66
1392681600000,313.83,627.7
1392768000000,313.38,623.01
1392854400000,312.89,561.86
1392940800000,312.98,581.35
1393027200000,313,610.88
1393113600000,313.04,610.09
1393200000000,311.11,535.49
1393286400000,308.69,535
1393372800000,309.13,585.24
1393459200000,308.92,583
1393545600000,309.36,551.89
1393632000000,309.09,567.48
1393718400000,308.94,566.24
1393804800000,310.15,677.69
1393891200000,310.34,673
1393977600000,310.91,669.99
1394064000000,311.59,669.57
1394150400000,321.65,632.79
1394236800000,321.88,620
1394323200000,328.06,640
1394409600000,328.72,629.39
1394496000000,329.12,632.1
1394582400000,329.86,634.95
1394668800000,330.15,641.01
1394755200000,330.02,630.42
1394841600000,330.24,637.24
1394928000000,330.39,634.99
1395014400000,330.44,621.11
1395100800000,330.67,612
1395187200000,330.78,611.2
1395273600000,330.5,587.98
1395360000000,331.63,570
1395446400000,331.71,565.31
1395532800000,331.69,561
1395619200000,331.94,585.99
1395705600000,332.24,583.77
1395792000000,332.35,581.49
1395878400000,331.45,475
1395964800000,331.01,502.01
1396051200000,330.88,491.99
1396137600000,330.29,460
1396224000000,329.49,454.83
1396310400000,329.34,478.98
1396396800000,328.73,439
1396483200000,328.66,451.03
1396569600000,328.43,452.2
1396656000000,327.37,464.8
1396742400000,327.37,456.27
1396828800000,327.18,447.11
1396915200000,326.96,453.57
1397001600000,326.97,441.69
1397088000000,325.18,363.12
1397174400000,324.44,423
1397260800000,324.37,423.42
1397347200000,324.32,416.3
1397433600000,324.48,458.5
1397520000000,324.87,521
1397606400000,326.4,530
1397692800000,326.68,500.09
1397779200000,326.38,483.11
1397865600000,326.5,503.8
1397952000000,326.32,500
1398038400000,326.35,496.74
1398124800000,326.18,490
1398211200000,326.76,492
1398297600000,326.94,502.2
1398384000000,326.63,466.52
1398470400000,326.57,459
1398556800000,326.39,430
1398643200000,326.07,442.9
1398729600000,325.94,448
1398816000000,325.89,448.85
1398902400000,325.93,460.97
1398988800000,325.96,454.5
1399075200000,325.83,439
1399161600000,325.75,438.04
1399248000000,325.51,433
1399334400000,325.23,428.01
1399420800000,325.13,440
1399507200000,325.1,437.69
1399593600000,325.16,452.37
1399680000000,325.18,455.39
1399766400000,325.14,440
1399852800000,325.06,442.5
1399939200000,324.93,439.12
1400025600000,324.8,446
1400112000000,324.77,446
1400198400000,324.64,447.31
1400284800000,324.65,449.06
1400371200000,324.68,446.91
1400457600000,324.62,448.34
1400544000000,325.03,489
1400630400000,325.28,493.98
1400716800000,325.87,529.99
1400803200000,326.11,523.77
1400889600000,326.29,528.44
1400976000000,327.46,573.9
1401062400000,327.83,581.88
1401148800000,330.61,572.7
1401235200000,331.04,580.66
1401321600000,331.22,572.37
1401408000000,333.47,621
1401494400000,334.11,627.8
1401580800000,334.66,630.99
1401667200000,335.9,661.22
1401753600000,336.72,670.14
1401840000000,337.07,640.59
1401926400000,337.73,661.48
1402012800000,337.86,647.16
1402099200000,338.17,657.13
1402185600000,338.58,658
1402272000000,339.27,648.83
1402358400000,339.89,648.55
1402444800000,340.07,620.5
1402531200000,343.93,569.1
1402617600000,344.5,592
1402704000000,344.38,566.58
1402790400000,344.54,588.55
1402876800000,344.76,586.91
1402963200000,344.99,606.48
1403049600000,345.2,607
1403136000000,345.22,593.4
1403222400000,345.34,588.02
1403308800000,345.48,591.29
1403395200000,345.68,600.34
1403481600000,345.9,588.22
1403568000000,346.08,572.62
1403654400000,346.02,560.4
1403740800000,346.46,579.99
1403827200000,346.81,599.99
1403913600000,346.92,589.56
1404000000000,347.66,599.89
1404086400000,348.49,641.11
1404172800000,349.08,638.25
1404259200000,350.26,650.5
1404345600000,350.87,645.99
1404432000000,351.06,629
1404518400000,351.27,630
1404604800000,351.44,630.57
1404691200000,351.67,622.09
1404777600000,351.8,623.98
1404864000000,352.4,621.97
1404950400000,352.63,616.87
1405036800000,352.88,635
1405123200000,353.11,638.1
1405209600000,353.28,630.88
1405296000000,353.38,621.17
1405382400000,353.57,622.9
1405468800000,353.69,616.86
1405555200000,353.96,622.2
1405641600000,354.24,632.6
1405728000000,354.27,628.63
1405814400000,354.47,627
1405900800000,354.89,622.73
1405987200000,355.02,618.26
1406073600000,355.44,621
1406160000000,355.51,601.66
1406246400000,355.64,602.93
1406332800000,355.68,596.23
1406419200000,355.75,590.3
1406505600000,355.75,586.53
1406592000000,355.69,585.95
1406678400000,355.5,563.84
1406764800000,355.73,582.04
1406851200000,356.26,598.2
1406937600000,356.38,589.59
1407024000000,356.43,588.91
1407110400000,356.83,588.5
1407196800000,358.9,581.76
1407283200000,359.03,581.16
1407369600000,359.21,585.84
1407456000000,359.34,588.02
1407542400000,359.51,587.97
1407628800000,359.67,590.96
1407715200000,359.68,573.98
1407801600000,359.71,566.69
1407888000000,359.61,548.81
1407974400000,358.9,507.99
1408060800000,358.69,500.25
1408147200000,358.79,521.97
1408233600000,358.78,496.86
1408320000000,357.91,475.22
1408406400000,357.86,491.98
1408492800000,358.03,516.39
1408579200000,357.91,519.28
1408665600000,357.95,514.65
1408752000000,357.67,497
1408838400000,357.71,507.85
1408924800000,357.68,503.82
1409011200000,357.78,512.18
1409097600000,357.76,511.87
1409184000000,356.14,506
1409270400000,355.98,509.3
1409356800000,355.95,500.85
1409443200000,355.89,479.04
1409529600000,355.94,474.54
1409616000000,355.67,474.5
1409702400000,355.61,474.89
1409788800000,355.72,487.43
1409875200000,355.71,477.65
1409961600000,355.88,479.78
1410048000000,355.63,475.43
1410134400000,355.49,468.33
1410220800000,355.21,473.2
1410307200000,355.04,476.57
1410393600000,354.99,475.9
1410480000000,354.75,474.62
1410566400000,354.76,477.98
1410652800000,354.78,475.49
1410739200000,354.63,469.47
1410825600000,354.49,462.02
1410912000000,354.39,452.09
1410998400000,353.67,425
1411084800000,352.71,395.86
1411171200000,351.91,408.76
1411257600000,351.7,399.55
1411344000000,351.45,400.07
1411430400000,351.49,438.97
1411516800000,351.29,423.68
1411603200000,351.04,408.76
1411689600000,350.5,403.57
1411776000000,350.31,401.77
1411862400000,350.11,375.35
1411948800000,349.18,374.2
1412035200000,348.94,391.09
1412121600000,348.58,384.86
1412208000000,348.26,374.68
1412294400000,347.01,358.74
1412380800000,346.24,326.21
1412467200000,346.03,323.52
1412553600000,343.33,328.59
1412640000000,342.93,334.8
1412726400000,343.04,355.73
1412812800000,342.61,364.01
1412899200000,342.28,360.89
1412985600000,342.21,362
1413072000000,341.86,378.11
1413158400000,342.46,392.6
1413244800000,342.61,403.38
1413331200000,341.86,394.52
1413417600000,341.82,383.95
1413504000000,341.46,383.65
1413590400000,341.52,390.58
1413676800000,341.5,387.53
1413763200000,341.37,381.21
1413849600000,341.31,385.81
1413936000000,341.13,382.04
1414022400000,340.72,357.18
1414108800000,340.25,358.86
1414195200000,339.96,348.69
1414281600000,339.85,355.18
1414368000000,339.49,350
1414454400000,339.39,356.96
1414540800000,338.85,335.7
1414627200000,338.6,346.14
1414713600000,337.93,337.99
1414800000000,337.67,324.7
1414886400000,337.48,324.36
1414972800000,337.14,325.5
1415059200000,336.71,330.22
1415145600000,336.58,338.38
1415232000000,336.66,349.99
1415318400000,336.8,342.16
1415404800000,336.8,345.39
1415491200000,336.61,364.77
1415577600000,336.6,366.43
1415664000000,336.53,370.65
1415750400000,337.17,426.63
1415836800000,338.28,420.93
1415923200000,338.09,399.98
1416009600000,337.92,376.99
1416096000000,337.97,389.86
1416182400000,337.69,387.69
1416268800000,337.46,374.88
1416355200000,337.18,379.03
1416441600000,336.64,356.47
1416528000000,336.33,351.2
1416614400000,336.25,353.12
1416700800000,336.25,367.17
1416787200000,336.29,375.99
1416873600000,336.21,377.37
1416960000000,336.02,368.5
1417046400000,335.96,369.98
1417132800000,332.76,376.86
1417219200000,332.68,375.49
1417305600000,332.71,377.01
1417392000000,332.62,376.53
1417478400000,332.19,379.52
1417564800000,332.13,375.33
1417651200000,331.11,369.16
1417737600000,331.12,376
1417824000000,331.08,374.38
1417910400000,331.05,377.26
1417996800000,328.64,361.3
1418083200000,328.61,352.03
1418169600000,327.78,345.21
1418256000000,327.58,348.9
1418342400000,327.51,352.24
1418428800000,327.42,351.67
1418515200000,327.42,356.52
1418601600000,327.16,349
1418688000000,326.87,329.05
1418774400000,326.54,322
1418860800000,326.09,312.67
1418947200000,325.78,318.33
1419033600000,325.63,331.79
1419120000000,324.76,320.01
1419206400000,324.64,331.56
1419292800000,324.68,336.92
1419379200000,322.89,323.06
1419465600000,322.77,319.86
1419552000000,322.71,328.27
1419638400000,322.56,316.47
1419724800000,322.48,317.64
1419811200000,322.04,313.01
1419897600000,320.56,311.07
1419984000000,320.12,321
1420070400000,320.05,313.81
1420156800000,319.96,315.42
1420243200000,319.09,282
1420329600000,318.42,264
1420416000000,317.78,276.8
1420502400000,317.61,276.8
1420588800000,317.17,276.8
1420675200000,316.45,276.8
1420761600000,315.91,293.97
1420848000000,315.54,275.59
1420934400000,315.33,266.39
1421020800000,314.9,267.42
1421107200000,313.61,227
1421193600000,311.08,171.41
1421280000000,310.87,210.98
1421366400000,310.44,208.03
1421452800000,310.11,199.69
1421539200000,309.98,211.85
1421625600000,309.79,216.34
1421712000000,309.46,210.65
1421798400000,307.79,227.16
1421884800000,307.74,234.08
1421971200000,307.62,233.64
1422057600000,307.71,249.19
1422144000000,307.7,255.31
1422230400000,306.83,274.8
1422316800000,306.64,263.98
1422403200000,306.31,236.07
1422489600000,305.96,235.79
1422576000000,305.54,228.98
1422662400000,304.95,216.9
1422748800000,304.85,226.93
1422835200000,304.7,238.47
1422921600000,304.54,227.99
1423008000000,304.21,227
1423094400000,303.77,216.81
1423180800000,303.67,223.37
1423267200000,303.55,228.3
1423353600000,303.41,223.88
1423440000000,303.11,220.9
1423526400000,302.93,220.42
1423612800000,302.6,219.55
1423699200000,302.47,223
1423785600000,302.47,237
1423872000000,302.51,256.99
1423958400000,302.36,235.63
1424044800000,302.18,234.7
1424131200000,302.15,244.7
1424217600000,302.05,237.37
1424304000000,301.38,240.59
1424390400000,301.81,245.48
1424476800000,301.76,245.41
1424563200000,301.59,236.5
1424649600000,301.38,239.65
1424736000000,301.21,239.55
1424822400000,300.81,237.97
1424908800000,300.68,236.84
1424995200000,300.73,252.78
1425081600000,300.62,253.47
1425168000000,300.79,258.34
1425254400000,300.93,274.93
1425340800000,300.55,281
1425427200000,300.52,270.78
1425513600000,300.28,273.09
1425600000000,300.34,272.68
1425686400000,300.02,276.71
1425772800000,299.63,275
1425859200000,299.28,287.12
1425945600000,299.88,290
1426032000000,300.1,296.54
1426118400000,300.9,295.31
1426204800000,300.42,283.25
1426291200000,300.38,282.01
1426377600000,300.38,286.75
1426464000000,300.24,289.27
1426550400000,300.23,282.8
1426636800000,299.75,256.45
1426723200000,299.55,261.81
1426809600000,299.42,261.96
1426896000000,299.35,260
1426982400000,299.3,267.74
1427068800000,299.19,265.94
1427155200000,298.84,245
1427241600000,298.6,246.94
1427328000000,298.41,249.23
1427414400000,298.25,247.94
1427500800000,298.2,252.87
1427587200000,298.07,242
1427673600000,297.91,247.95
1427760000000,297.76,244.24
1427846400000,297.05,246.69
1427932800000,297.1,253.28
1428019200000,296.96,254.19
1428105600000,296.95,253.7
1428192000000,296.95,260.54
1428278400000,296.89,255.58
1428364800000,296.79,253.72
1428451200000,296.64,244.58
1428537600000,296.35,243.43
1428624000000,295.57,235.99
1428710400000,295.48,236.15
1428796800000,295.29,236.5
1428883200000,294.83,223.15
1428969600000,294.49,215.8
1429056000000,293.61,222.88
1429142400000,293.51,227.5
1429228800000,293.3,222.6
1429315200000,293.23,223.4
1429401600000,293.16,222.54
1429488000000,292.98,224.3
1429574400000,292.88,235.74
1429660800000,292.78,233.45
1429747200000,292.81,235.98
1429833600000,292.66,230.24
1429920000000,292.56,226.12
1430006400000,292.38,219.52
1430092800000,292.23,227.23
1430179200000,292.11,225.16
1430265600000,292.02,225.48
1430352000000,292.05,236.2
1430438400000,291.94,231
1430524800000,291.89,233.83
1430611200000,291.92,239
1430697600000,291.87,238.34
1430784000000,291.73,235.12
1430870400000,291.61,228.49
1430956800000,291.54,236.87
1431043200000,291.56,243.2
1431129600000,291.54,241.96
1431216000000,291.48,239.13
1431302400000,291.2,241.3
1431388800000,291.08,241.03
1431475200000,290.97,235.97
1431561600000,290.85,237.13
1431648000000,290.79,237.37
1431734400000,290.72,235.66
1431820800000,290.67,235.97
1431907200000,290.54,232.87
1431993600000,290.42,231.4
1432080000000,290.38,234.43
1432166400000,290.32,235
1432252800000,290.25,238.99
1432339200000,290.15,237.76
1432425600000,290.13,239.22
1432512000000,289.96,235.59
1432598400000,289.86,235.71
1432684800000,289.72,235.17
1432771200000,289.56,236.46
1432857600000,289.51,236.03
1432944000000,288.63,232.11
1433030400000,288.45,228.91
1433116800000,288.11,223.51
1433203200000,287.89,225.18
1433289600000,287.72,224.27
1433376000000,287.57,222.99
1433462400000,287.5,224.4
1433548800000,287.45,224.99
1433635200000,287.21,222.7
1433721600000,287.18,228.17
1433808000000,287.14,228.7
1433894400000,286.98,227.8
1433980800000,286.85,229.03
1434067200000,286.82,229.4
1434153600000,286.68,231.64
1434240000000,286.61,232.09
1434326400000,286.59,235.92
1434412800000,286.8,250.09
1434499200000,286.77,247.76
1434585600000,286.78,248.4
1434672000000,286.67,243.7
1434758400000,286.68,244.76
1434844800000,286.69,243.64
1434931200000,286.69,246
1435017600000,286.62,243.74
1435104000000,286.47,240.19
1435190400000,286.38,241.98
1435276800000,286.32,242.98
1435363200000,286.38,251.21
1435449600000,286.38,248.62
1435536000000,286.45,256.04
1435622400000,286.64,262.5
1435708800000,286.63,257.62
1435795200000,286.53,254.54
1435881600000,286.11,255.92
1435968000000,286.13,260.2
1436054400000,286.16,271.5
1436140800000,286.21,268.51
1436227200000,286.31,265.51
1436313600000,286.38,270.63
1436400000000,286.12,268.92
1436486400000,286.38,285.23
1436572800000,286.49,291.64
1436659200000,286.94,310.55
1436745600000,286.9,292.68
1436832000000,286.89,287.55
1436918400000,286.89,285.67
1437004800000,286.79,277.89
1437091200000,286.81,279.43
1437177600000,286.72,276.79
1437264000000,286.69,275.47
1437350400000,286.47,278.96
1437436800000,286.4,276.76
1437523200000,286.39,277.68
1437609600000,286.42,276.61
1437696000000,286.56,289.01
1437782400000,286.65,288.78
1437868800000,286.73,293.19
1437955200000,286.8,294.29
1438041600000,286.84,294.01
1438128000000,286.77,289.85
1438214400000,286.69,288.01
1438300800000,286.72,284.33
1438387200000,286.68,280.19
1438473600000,286.68,282.32
1438560000000,286.64,280.43
1438646400000,286.54,285
1438732800000,286.49,281.13
1438819200000,286.44,277.48
1438905600000,286.42,279.63
1438992000000,286.33,262.19
1439078400000,284.96,265.05
1439164800000,284.85,264.33
1439251200000,284.86,271.15
1439337600000,284.81,267.73
1439424000000,284.71,264.48
1439510400000,284.59,265.4
1439596800000,284.45,261.46
1439683200000,284.19,256.11
1439769600000,284.07,256.47
1439856000000,283.37,224.8
1439942400000,282.93,226.92
1440028800000,282.64,235.54
1440115200000,282.36,233.49
1440201600000,282.19,231
1440288000000,282.16,228.89
1440374400000,281.34,209.72
1440460800000,279.94,222.38
1440547200000,279.35,225.8
1440633600000,279.27,225.09
1440720000000,279.28,231.65
1440806400000,279.16,230.54
1440892800000,279.1,229
1440979200000,279.03,229.86
1441065600000,278.92,227.96
1441152000000,278.8,229.18
1441238400000,278.57,227.28
1441324800000,278.51,230.52
1441411200000,278.52,235.6
1441497600000,278.52,240.28
1441584000000,278.52,240.19
1441670400000,278.57,244.21
1441756800000,278.5,238.35
1441843200000,278.28,238.66
1441929600000,278.24,240
1442016000000,278.16,234.79
1442102400000,278.04,229.66
1442188800000,277.91,229.71
1442275200000,277.82,230.03
1442361600000,277.73,228.34
1442448000000,277.71,232.17
1442534400000,277.68,233.12
1442620800000,277.6,230
1442707200000,277.53,230.16
1442793600000,277.49,226.15
1442880000000,277.45,230.42
1442966400000,277.17,229.42
1443052800000,277.17,233.86
1443139200000,277.14,235.22
1443225600000,277.1,233.81
1443312000000,277.06,232.41
1443398400000,277,239.14
1443484800000,276.97,236.94
1443571200000,276.93,236.2
1443657600000,276.83,237.15
1443744000000,276.84,237.77
1443830400000,276.85,238.95
1443916800000,276.8,238.6
1444003200000,276.81,240.84
1444089600000,276.86,246.57
1444176000000,276.65,243.2
1444262400000,276.53,242.9
1444348800000,276.54,244.48
1444435200000,276.51,245.71
1444521600000,276.5,248.05
1444608000000,276.16,245.81
1444694400000,276.22,249.73
1444780800000,276.03,252.47
1444867200000,276.08,254.49
1444953600000,276.25,263.09
1445040000000,276.41,270.07
1445126400000,276.39,261.05
1445212800000,276.41,263.66
1445299200000,276.66,270.64
1445385600000,276.68,267.89
1445472000000,276.8,275.21
1445558400000,276.97,278.6
1445644800000,277.12,282.84
1445731200000,277.28,283.96
1445817600000,277.43,286.9
1445904000000,277.79,295.54
1445990400000,278.3,305.67
1446076800000,278.95,314.82
1446163200000,280,328.65
1446249600000,280.12,310.18
1446336000000,280.66,325.78
1446422400000,281.99,361.26
1446508800000,284.26,404.06
1446595200000,286.42,408
1446681600000,287.43,385.5
1446768000000,287.49,374.47
1446854400000,288.18,383.53
1446940800000,288.12,372.65
1447027200000,288.63,377.9
1447113600000,287.51,336.8
1447200000000,286.62,309.91
1447286400000,286.9,337.17
1447372800000,287.09,336.99
1447459200000,287.1,333
1447545600000,286.87,319.28
1447632000000,286.9,330.83
1447718400000,287.38,336.08
1447804800000,287.46,335.65
1447891200000,287.33,326.02
1447977600000,287.25,322.04
1448064000000,287.28,326.5
1448150400000,287.36,324.2
1448236800000,287.32,323.48
1448323200000,287.27,319.7
1448409600000,287.36,328.9
1448496000000,287.86,353.21
1448582400000,288.16,357.14
1448668800000,288.29,356.95
1448755200000,288.62,371.48
1448841600000,289.22,376.71
1448928000000,289.21,363.06
1449014400000,289.26,358.89
1449100800000,289.35,361.42
1449187200000,289.51,363.62
1449273600000,290.07,388
1449360000000,290.55,388.24
1449446400000,291.09,395.57
1449532800000,291.94,417.89
1449619200000,293.08,416.98
1449705600000,293.47,415.57
1449792000000,294.74,453.04
1449878400000,295.04,436.19
1449964800000,295.26,433.07
1450051200000,296.22,443.36
1450137600000,297.28,464.53
1450224000000,297.57,455.87
1450310400000,297.98,456.17
1450396800000,298.41,462.46
1450483200000,299.07,461.8
1450569600000,299.09,442.54
1450656000000,299.14,438.07
1450742400000,299.31,435.48
1450828800000,299.68,442.56
1450915200000,300.22,455
1451001600000,300.78,455.51
1451088000000,300.4,417.39
1451174400000,300.42,421.76
1451260800000,300.4,421.46
1451347200000,300.58,431.82
1451433600000,300.62,425.84
1451520000000,300.92,430.89
1451606400000,301.08,433.82
1451692800000,301.15,433.55
1451779200000,301.33,431.04
1451865600000,301.53,434.17
1451952000000,301.67,432.43
1452038400000,301.77,429.56
1452124800000,302.97,457
1452211200000,303.3,452.7
1452297600000,303.42,448.84
1452384000000,304.02,448.79
1452470400000,304.4,448
1452556800000,304.46,434.85
1452643200000,304.43,432.64
1452729600000,304.43,429.55
1452816000000,303.17,360
1452902400000,303.36,386.91
1452988800000,303.29,380.16
1453075200000,303.19,385.49
1453161600000,303.06,376.76
1453248000000,303.73,416.32
1453334400000,303.77,409.59
1453420800000,302.17,382.55
1453507200000,302.11,386.4
1453593600000,302.41,402.16
1453680000000,302.51,390.9
1453766400000,302.59,391.77
1453852800000,302.7,394.95
1453939200000,302.32,379.75
1454025600000,301.95,378.22
1454112000000,302.02,375.64
1454198400000,301.9,368.49
1454284800000,301.32,371.81
1454371200000,301.23,373.05
1454457600000,301.01,368.38
1454544000000,301.37,387.82
1454630400000,301.36,385
1454716800000,301.22,375.39
1454803200000,301.23,375
1454889600000,301.09,370.91
1454976000000,300.94,373.2
1455062400000,301.11,379.66
1455148800000,301.17,377.98
1455235200000,301.3,383.27
1455321600000,301.47,390.99
1455408000000,301.83,405
1455494400000,301.91,399.28
1455580800000,302.41,407.51
1455667200000,303.05,415.54
1455753600000,303.34,421.18
1455840000000,303.75,419.54
1455926400000,304.23,434.63
1456012800000,304.49,438.5
1456099200000,304.77,438.27
1456185600000,304.65,419.1
1456272000000,304.9,423.78
1456358400000,305,423.51
1456444800000,305.28,432
1456531200000,305.4,431.07
1456617600000,305.69,431.68
1456704000000,306.27,435.23
1456790400000,306.93,432.5
1456876800000,306.97,423.45
1456963200000,307.12,420.29
1457049600000,306.93,408.01
1457136000000,307.02,399.83
1457222400000,307.12,406.23
1457308800000,307.41,414.01
1457395200000,307.43,411.75
1457481600000,307.32,413
1457568000000,307.49,416
1457654400000,307.63,419.13
1457740800000,307.63,410.9
1457827200000,307.74,413.04
1457913600000,307.9,414.99
1458000000000,308.01,415.85
1458086400000,308.16,416.57
1458172800000,308.33,418.49
1458259200000,308.28,407.91
1458345600000,308.26,409.04
1458432000000,308.28,411.28
1458518400000,308.45,411.67
1458604800000,308.7,416.64
1458691200000,308.81,417.62
1458777600000,308.9,415.17
1458864000000,309.14,415.7
1458950400000,309.3,416.96
1459036800000,309.57,424.77
1459123200000,309.79,422.87
1459209600000,309.81,415.95
1459296000000,309.87,413.74
1459382400000,309.99,414.66
1459468800000,310.1,416.31
1459555200000,310.22,419
1459641600000,310.31,419.11
1459728000000,310.38,418.75
1459814400000,310.58,422.71
1459900800000,310.86,421.03
1459987200000,311.54,420
1460073600000,311.54,417.75
1460160000000,311.58,418.24
1460246400000,311.96,420.04
1460332800000,312.11,422.69
1460419200000,312.37,425.54
1460505600000,312.43,423.93
1460592000000,312.53,424.86
1460678400000,312.71,429.45
1460764800000,312.84,430.69
1460851200000,312.86,427.42
1460937600000,312.95,428.14
1461024000000,313.2,435.63
1461110400000,313.5,442.13
1461196800000,313.9,451
1461283200000,314.17,447.7
1461369600000,314.35,451.92
1461456000000,314.79,460.02
1461542400000,315.42,462.33
1461628800000,315.96,467.42
1461715200000,315.76,445.38
1461801600000,315.99,449.14
1461888000000,316.27,456.53
1461974400000,316.29,448.37
1462060800000,316.63,453
1462147200000,316.63,444.06
1462233600000,316.78,450.61
1462320000000,316.87,446.63
1462406400000,316.99,448.5
1462492800000,317.44,458.48
1462579200000,317.57,458.07
1462665600000,317.71,458.21
